id,character,name,gender,order
97576,Amy Chan,Gemma Chan,1,10
1106755,Customer,Deborah Rosan,0,11
1202317,Cherevin's Bodyguard,Aleksandar Aleksiev,2,12
1106757,Waiter,Price Lindsey,0,13
1106759,Restaurant Diner,Celine Jedidi,0,14
1106760,VIP Business Man,Ricky Rajpal,0,15
79124,FBI Lead Agent,Karen David,1,16
19839,Dixon Lewis,David Paymer,2,17
54014,Sergey Dostal,David Hayman,2,18
1327764,UN Announcer,Amy J. Kim,0,19
1327765,Mr. Borovsky,Bogdan Kominowski,0,20
1085742,Mrs. Borovsky,Maggie Daniels,0,21
1129795,Mary,Annika Pergament,0,22
1225974,Teddy Hefferman,Seth Ayott,0,23
1052209,Cherevin's Bodyguard,Andrew Byron,2,24
97436,Cherevin's Bodyguard,Derek Lea,2,25
1778221,Cherevin's Guest Driver,Andy Butcher,0,26
1480047,Anchor,Pat Kiernan,2,27
122556,Student,Ian Bonar,0,28
72129,Joy Mangano,Jennifer Lawrence,1,0
51329,Neil Walker,Bradley Cooper,2,1
380,Rudy,Robert De Niro,2,2
1026947,Jackie,Dascha Polanco,1,3
25616,Tony Miranne,Edgar Ramírez,2,4
126932,Peggy,Elisabeth Röhm,1,5
12519,Carrie,Virginia Madsen,1,6
6588,Trudy,Isabella Rossellini,1,7
6587,Mimi,Diane Ladd,1,8
105762,Toussaint,Jimmy Jean-Louis,2,9
93015,Cindy,Drena De Niro,1,10
1330999,Young Peggy,Madison Wolfe,1,11
42557,Roderick,John Enos III,0,12
50234,Priscilla,Donna Mills,1,13
1542696,Banquet Guest,Allie Marshall,1,14
1542697,Dancer,Kristen Annese,0,15
1542698,High School Party Goer,Chaunty Spillane,1,16
972492,Young Joy,Isabella Crovetti,1,17
194477,Danica,Susan Lucci,1,18
1221558,Clarinda,Laura Wright,1,19
173065,Joan Rivers,Melissa Rivers,0,20
1602952,Candace,Lexie Roth,0,21
215890,Ridge,Maurice Benard,2,22
18328,Mop Executive,Ken Howard,2,23
1658337,Tony's Father,Ray De La Paz,0,24
1223750,Sharon,Marianne Leone Cooper,1,25
1658338,Young Jackie,Emily Nuñez,0,26
1496292,Cristy 5 Years Old,Aundrea Gadsby,0,27
1496293,Cristy 5 Years Old,Gia Gadsby,0,28
1658341,Tommy 3 Years Old,Tomas Elizondo,0,29
1658348,Tommy 3 Years Old,Zeke Elizondo,0,30
1168858,Bartholomew,Alexander Cook,2,31
1774093,Susan,Luisa Maria Badaracco,0,32
1401606,Angry Airline Customer,Lori McCoy-Bell,0,33
1658352,Andre,Johnnie McQuarley,0,34
1658353,Divorce Mediator,Gary Zahakos,0,35
130741,Latin Priest,Mateo Gómez,2,36
1230891,Charlie,Jim Frangione,2,37
999737,Parking Lot Woman,Erica McDermott,0,38
1371551,Parking Lot Woman,Melissa McMeekin,1,39
1464956,Parking Lot Woman,Carla Antonino,1,40
1774101,Angela,Marianne Bayard,0,41
1102317,Angela's Brother,Fiore Leo,0,42
1774100,Angela's Brother,Steven DeMarco,0,43
1080882,Marv Brickman,Damien Di Paola,2,44
1271784,Patsy,Patsy Meck,0,45
1355923,Boardroom Rep,Jeremiah Kissel,0,46
84436,Boardroom Rep,Dale Place,0,47
50588,Todd,Bates Wilder,2,48
58535,Rifle Man,Paul Herman,2,49
131849,Sarina Kimball,Christy Scott Cashman,1,50
13023,Lori,Colleen Camp,1,51
1774105,Eerie Fabri-Pac Guy,Patrick Pitu,2,52
1511961,Gregory,Michael DeMello,0,53
164004,Gerhardt,Ken Cheeseman,0,54
171631,Ray Cagney,Johnny Lee Davenport,0,55
73194,Rudy's Attorney,Barry Primus,2,56
1774084,Young Memphis Woman,Jasmine Brooke White,1,57
1774087,Teen Cristy,Eliana Adise,0,58
1774091,Dallas Man,Bill Thorpe,0,59
1774094,Airline Customer Service Clerk,Jamell Washington,0,60
1774096,Tino,Pedro Sabino,0,61
1852511,Teen Tommy,Calidore Robinson,0,62
1745909,Police Officer,Naheem Garcia,0,63
1360003,Wedding Guest (uncredited),Susan Garibotto,0,64
1774109,Banquet Guest (uncredited),Stephanie Eaton,0,65
1542699,Staten Island Girl (uncredited),Ariana DeFusco,0,66
192,Vice President Alan Trumbull,Morgan Freeman,2,2
9780,Lynne Jacobs,Angela Bassett,1,3
6832,Secretary of Defense Ruth McMillan,Melissa Leo,1,4
5694,General Edward Clegg,Robert Forster,2,5
342100,Amal Mansoor,Shivani Ghai,0,6
33836,NSA Deputy Director Ray Monroe,Sean O'Bryan,0,7
8329,Leah Banning,Radha Mitchell,1,8
17183,Deputy Chief Mason,Jackie Earle Haley,2,9
115679,MI6 Jacquelin Marshall,Charlotte Riley,1,10
146358,Sultan Mansoor,Mehdi Dehbi,0,11
5414,Chief Hazard,Colin Salmon,2,12
16607,Aamir Barkawi,Alon Aboutboul,2,13
1322312,Secret Service,Jorge Leon Martinez,0,14
94431,Kamran Barkawi,Waleed Zuaiter,0,15
89624,Raza Mansoor,Adel Bencherif,2,16
30085,Agent Voight,Michael Wildman,0,17
108579,Home Secretary Rose Kenter,Penny Downie,1,18
1225859,MI5 Intel John Lancaster,Patrick Kennedy,0,19
26780,Doris,Deborah Grant,1,20
17291,Agent Bronson,Andrew Pleavin,2,21
29697,Canadian Prime Minister Robert Bowman,Nigel Whitmey,2,22
191140,Bowman's Wife,Julia Montgomery Brown,1,23
78333,Viviana Gusto,Elsa Mollien,0,24
94857,Jacques Mainard,Philip Delancy,0,25
1069504,Pradhan,Nikesh Patel,2,26
71072,German Chancellor Agnes Bruckner,Nancy Baldwin,1,28
1412369,Fire Dept. Head,Terence Beesley,0,29
10205,Ripley,Sigourney Weaver,1,0
1920,Annalee Call,Winona Ryder,1,1
1370,Dr. Jonathan Gediman,Brad Dourif,2,2
2372,Johner,Ron Perlman,2,3
7486,Frank Elgyn,Michael Wincott,2,4
40276,Christie,Gary Dourdan,2,5
6486,General Martin Perez,Dan Hedaya,2,6
2413,Vriess,Dominique Pinon,2,7
2221,Larry Purvis,Leland Orser,2,8
58650,Vincent Distephano,Raymond Cruz,2,9
5169,Dr. Mason Wren,J.E. Freeman,2,10
1598,Surgeon,David St. James,2,11
1398983,Scientist,Marlene Bush,0,12
1558116,Anesthesiologist,Carolyn Campbell,1,13
170146,Hillard,Kim Flowers,1,14
58650,Distephano,Raymond Cruz,2,15
1654476,Young Ripley,Nicole Fellows,1,16
109870,Lead Alien,Tom Woodruff Jr.,2,17
1347002,Soldier,Rod Damer,0,18
181876,Soldier,Daniel Raymont,2,19
1050090,Soldier,Cris D'Annunzio,2,20
1116873,Soldier Shot Through Helmet,Robert Faltisco,2,21
54428,Sleeper,Rico Bueno,2,22
1654474,Sleeper,Alex Lorre,2,23
1427711,Sleeper (uncredited),Nito Larioza,0,24
31032,Father (voice),Steven Gilborn,2,25
13240,Bob Lee Swagger,Mark Wahlberg,2,0
454,Nick Memphis,Michael Peña,2,1
2047,Colonel Isaac Johnson,Danny Glover,2,3
51072,Sarah Fenn,Kate Mara,1,4
13550,Jack Payne,Elias Koteas,2,5
25702,Alourdes Galindo,Rhona Mitra,1,6
52702,Louis Dobbler,Jonathan Walker,2,7
51036,Howard Purnell,Louis Ferreira,0,8
15455,Russ Turner,Tate Donovan,2,9
1118,Michael Sandor,Rade Serbedzija,2,10
52703,Officer Stanley Timmons,Alan C. Peterson,2,11
13726,Senator Charles F. Meachum,Ned Beatty,2,12
52704,Donnie Fenn,Lane Garrison,2,13
52705,Senior Agent,Zak Santiago,2,14
52706,Junior Agent,Michael-Ann Connor,0,15
1209900,Assassination Witness,Roberto Lombardi,2,16
2282,Archibald Snatcher (voice),Ben Kingsley,2,0
239020,Eggs (voice),Isaac Hempstead-Wright,2,1
18050,Winnie Portley-Rind (voice),Elle Fanning,1,2
23680,Fish / Wheels / Bucket (voice),Dee Bradley Baker,2,3
3051,Lady Cynthia Portley-Rind (voice),Toni Collette,1,5
15440,Lord Portley-Rind (voice),Jared Harris,2,6
11109,Mr. Trout (voice),Nick Frost,2,7
98103,Mr. Pickles (voice),Richard Ayoade,2,8
56903,Mr. Gristle (voice),Tracy Morgan,2,9
11108,Herbert Trubshaw (voice),Simon Pegg,2,10
52698,Oil Can / Knickers (voice),Nika Futterman,1,12
34737,Fragile / Sweets (voice),Pat Fraley,2,13
60279,Clocks / Specs (voice),Fred Tatasciore,2,14
1521075,Baby Eggs (voice),Max Mitchell,0,15
34521,Sir Langsdale (voice),Maurice LaMarche,2,16
58528,Sir Broderick / Male Workman 1 / Male Workman 2 (voice),James Urbaniak,2,17
58511,Boulanger / Male Aristocrat (voice),Brian George,2,18
1504905,Female Aristocrat (voice),Lori Tritel,0,19
18277,Sally Owens,Sandra Bullock,1,0
2227,Gillian Owens,Nicole Kidman,1,1
38940,Kylie Owens,Evan Rachel Wood,1,2
5725,Jimmy Angelov,Goran Visnjic,2,3
8893,Tante Frances 'Fran' Owens,Stockard Channing,1,4
1902,Tante Bridget 'Jet' Owens,Dianne Wiest,1,5
18992,Gary Hallet,Aidan Quinn,2,6
51681,Antonia Owens,Alexandra Artrip,1,7
154698,Maria Owens,Caprice Benedetti,1,8
38670,Sally @ Age 11,Camilla Belle,1,9
43476,Carla,Chloe Webb,1,10
73457,Emmet Brickowski (voice),Chris Pratt,2,0
23659,Lord Business / President Business / The Man Upstairs (voice),Will Ferrell,2,1
9281,Wyldstyle / Lucy (voice),Elizabeth Banks,1,2
21200,Batman / Bruce Wayne (voice),Will Arnett,2,3
17039,Metal Beard (voice),Nick Offerman,2,4
88029,Unikitty (voice),Alison Brie,1,5
95101,Benny (voice),Charlie Day,2,6
3896,Bad Cop / Good Cop / Pa Cop (voice),Liam Neeson,2,7
192,Vitruvius (voice),Morgan Freeman,2,8
38673,Superman (voice),Channing Tatum,2,9
21007,Green Lantern (voice),Jonah Hill,2,10
71189,Wonder Woman (voice),Cobie Smulders,1,11
1340685,Finn,Jadon Sand,0,12
6,C-3PO (voice),Anthony Daniels,2,13
3799,Lando (voice),Billy Dee Williams,0,14
143346,Han Solo (voice),Keith Ferguson,0,15
35806,Shaq (voice),Shaquille O'Neal,2,16
62831,Abraham Lincoln (voice),Will Forte,2,17
54697,Wally (voice),Dave Franco,2,18
543505,Barry (voice),Jake Johnson,2,19
298410,Foreman Jim (voice),Keegan-Michael Key,2,20
144816,Larry the Barista / Additional Voices (voice),Chris McKay,0,21
62863,Shakespeare / Additional Voices (voice),Jorma Taccone,2,22
155267,TV Presenter (voice),Christopher Miller,2,23
1370749,Blake / Additional Voices (voice),Craig Berry,0,24
970287,Octan Robot / Additional Voices (voice),David Burrows,2,25
1370751,Mom (voice),Amanda Farinos,0,26
1370753,Gandalf / Additional Voices (voice),Todd Hansen,0,27
1370755,Lord Business' Assistant (voice),Kelly Lafferty,0,28
1370756,Duplo (voice),Graham Miller,0,29
1370757,Surfer Dave / Additional Voices (voice),Doug Nicholas,0,30
1370758,Robot Foreman (voice),Chris Paluszek,0,31
1370759,Joe (voice),Chris Romano,0,32
587697,Gail / Ma Cop (voice),Melissa Sturm,0,33
1370760,Voice of Computer (voice),Leiki Veskimets,0,34
18277,Gracie Hart,Sandra Bullock,1,0
9788,Sam Fuller,Regina King,1,1
12798,Jeff Foreman,Enrique Murciano,2,2
1748,Stan Fields,William Shatner,2,3
39015,Carol Fields,Eileen Brennan,1,4
8874,FBI Asst. Director Harry McDonald,Ernie Hudson,2,5
126932,Agent Janet McKaren,Elisabeth Röhm,1,6
17039,Karl Steele,Nick Offerman,2,7
21132,Lou Steele,Abraham Benrubi,2,8
4515,FBI Asst. Director Walter Collins,Treat Williams,2,9
26716,Cheryl Frasier,Heather Burns,1,10
5727,Joel Meyers,Diedrich Bader,2,11
6944,Octavia,Octavia Spencer,1,12
1212123,Pam,Leslie Grossman,1,13
3894,Quinn Abercromby,Christian Bale,2,0
10297,Denton Van Zan,Matthew McConaughey,2,1
10695,Alex Jensen,Izabella Scorupco,1,2
17276,Creedy,Gerard Butler,2,3
2957,Ajay,Alexander Siddig,2,4
56137,Jared Wilke,Scott Moutter,0,5
62498,Eddie Stax,David Kennedy,2,6
63362,Barlow,Ned Dennehy,0,8
1041731,Devon,Rory Keenan,2,9
67205,Gideon,Terence Maynard,0,10
1047370,Goosh,Doug Cockle,0,11
1293209,Burke (Tito),Randall Carlton,0,12
65802,Mead,Chris Kelly,2,13
945121,Young Quinn,Ben Thornton,2,14
2506,Karen Abercromby,Alice Krige,1,15
16851,John O'Mara,Josh Brolin,2,0
30614,Sgt. Jerry Wooters,Ryan Gosling,2,1
1733,Bill Parker,Nick Nolte,2,2
54693,Grace Faraday,Emma Stone,1,3
2228,Mickey Cohen,Sean Penn,2,4
1771,Conway Keeler,Giovanni Ribisi,2,5
928532,Darryl Gates,Josh Pence,0,6
81685,Jimmy reagan,Frank Grillo,2,7
53650,Coleman Harris,Anthony Mackie,2,8
418,Max Kennard,Robert Patrick,2,9
454,Navidad Ramirez,Michael Peña,2,10
175826,Connie O'Mara,Mireille Enos,1,11
38664,,Sullivan Stapleton,2,12
7497,Karl Lockwood,Holt McCallany,2,13
51930,Rourke,Wade Williams,2,14
1170659,Mitch Racine,James Landry Hébert,2,15
75330,Milk Skinned Blonde,Ambyr Childers,1,16
200448,Detective Sgt. Will Hendricks,Mick Betancourt,0,17
1215837,Bruiser,Mac Brandt,0,18
63238,Jimmy 'Bockscar' Knox,Brandon Molale,2,19
20582,Mike 'The Flea',Michael Papajohn,2,20
51303,Giovanni Vacarezza,Jeff Wolfe,2,21
202930,Lorenzo Molinari,Anthony Molinari,2,22
108247,Patty,Austin Highsmith,1,23
1273230,Max Solomon,Neil Koppel,0,24
10489,Lt. Quincannon,Jack McGee,2,25
333,Neddy Herbert,Evan Jones,2,26
53198,Johnny Stomp,James Carpinello,2,27
31711,Wrevock,Troy Garity,2,28
148992,Pete,Austin Abrams,2,29
103833,Judge Carter,John Aylward,2,30
155825,Elmer Jackson,Dennis Cockrum,2,31
21675,Sheriff Biscailuz,Jack Conley,2,32
1008085,Carmen Miranda,Yvette Tucker,1,33
51300,Bridge Goon,Derek Mears,2,34
1323612,Grimes,Jonny Coyne,2,35
1364232,Dancer,Eva La Dare,0,36
1412125,City Hall Reporter,Riel Paley,0,37
4253,Dragna,Jon Polito,2,38
1418031,Edgar Beaumont,Christopher Doyle,2,39
70851,Zed,Jack Black,2,0
39995,Oh,Michael Cera,2,1
59315,Princess Inanna,Olivia Wilde,1,2
17485,High Priest,Oliver Platt,2,3
212,Cain,David Cross,2,4
54691,Isaac,Christopher Mintz-Plasse,2,5
980,Sargon,Vinnie Jones,2,6
5587,Abraham,Hank Azaria,2,7
36594,Eema,Juno Temple,1,8
83873,Maya,June Diane Raphael,0,9
3982,King,Xander Berkeley,2,10
14226,Queen,Gia Carides,1,11
22297,Zaftig the Eunuch,Kyle Gass,2,12
22226,Abel,Paul Rudd,2,13
217524,Lilith,Eden Riegel,1,14
1524,Adam,Harold Ramis,2,15
51456,Eve,Rhoda Griffis,1,16
52117,Enmebaragesi,Horatio Sanz,2,17
74487,Prime Minister,David Pasquesi,2,18
92617,Marlak,Matthew Willig,0,19
94985,Seth,Gabriel Sunday,2,20
19278,Shaman,Bill Hader,2,21
116907,Slave Trader,Marshall Manesh,2,22
59843,Bricklayer,Paul Scheer,2,23
192,Nelson Mandela,Morgan Freeman,2,0
1892,Francois Pienaar,Matt Damon,2,1
2606,Jason Tshabalala,Tony Kgoroge,2,2
63136,Linga Moonsamy,Patrick Mofokeng,2,3
109649,Hendrick Booyens,Matt Stern,2,4
109650,Etienne Feyder,Julian Lewis Jones,2,5
109651,Brenda Mazibuko,Adjoa Andoh,1,6
109652,Nerine,Marguerite Wheatley,1,7
2609,Mary,Leleti Khumalo,0,8
109653,Mr. Pienaar,Patrick Lyster,2,9
928572,Joel Stransky,Scott Eastwood,2,10
37093,George,Langley Kirkwood,2,11
15544,Zindzi,Bonnie Henna,1,12
93919,Rugby President,Danny Keogh,0,13
1071690,Johan De Villiers,Robin Smith,0,14
47973,Boer,Dan Robbertse,0,15
1021884,Mrs. Cole,Susan Danford,1,16
1302090,High School Coach,Henie Bosman,2,17
108579,Mrs. Pienaar,Penny Downie,1,18
967456,Springbok Coach,Louis Minnaar,2,19
1184628,Captain of 747,David Dukas,2,20
67059,Co-Captain of 747,Grant Swanby,2,21
82190,Presidential Guard,Robert Hobbs,2,22
1171654,Presidential Guard,Vuyo Dabula,0,23
1138169,Presidential Guard,Daniel Hadebe,0,24
1148622,Johannesburg Cop,Jakkie Groenewald,0,25
1076786,Springbok Manager,Albert Maritz,0,26
63144,Mandela's Doctor,Sello Motloung,0,27
105878,Minister of the Environment,Meren Reddy,0,28
47970,Mrs. Brits,Lida Botha,0,29
222286,Mrs. Dlamini,Sylvia Mngxekeza,0,30
181269,Prison Guard,Bart Fouche,0,31
1083451,Staff Member,Johnny Cicco,0,32
942749,Team Crew,Ashley Taylor,1,33
13100,Trophy Wife,Nambitha Mpumlwana,0,34
938734,T.V. Announcer,André Jacobs,0,35
181093,Announcer (voice),Mark Rickard,2,36
1378662,South African Springbok,Grant Roberts,0,37
1042812,New Zealand All Blacks,Bjorn Steinbach,0,38
1331834,England Rose,Sivuyile Ngesi,0,39
52857,Stadium Announcer (uncredited),Mike Falkow,0,40
37403,Radio Rugby Announcer (uncredited),Stelio Savante,2,41
86320,Springbok Equipment Manager (uncredited),Sean Cameron Michael,2,42
1274177,Springbok Trainer (uncredited),Patrick John Walton,0,43
120092,Cabinet Minister (uncredited),Matthew Dylan Roberts,0,44
1720843,Australian Wallaby,Michael Ledwidge,2,45
934,Cal McAffrey,Russell Crowe,2,0
880,Stephen Collins,Ben Affleck,2,1
53714,Della Frye,Rachel McAdams,1,2
32,Anne Collins,Robin Wright,1,3
23532,Dominic Foy,Jason Bateman,2,4
8447,Senator George Fergus,Jeff Daniels,2,5
15735,Cameron Lynne,Helen Mirren,1,6
9464,Det. Donald Bell,Harry Lennix,2,7
33489,Pete,Josh Mostel,2,8
20623,Greer Thornton,Wendy Makkena,1,9
46921,Stuart Brown,Michael Jace,2,10
1218149,Andrew,Brennan Brown,2,11
81867,Robert Bingham,Michael Berresse,2,12
51381,Hank,Michael Weston,2,13
8689,Gene Stavitz,Barry Shabaka Henley,2,14
19492,Dr. Judith Franklin,Viola Davis,1,15
35029,PointCorp Insider,David Harbour,2,16
170185,Ferris,Gregg Binkley,2,17
81868,Mandi Brokaw,Sarah Lord,1,18
59450,Rhonda Silver,Katy Mixon,1,19
1838407,Graves,David E. Goodman,2,20
164494,Junior Detective #1,Cornell Womack,2,21
2296,Ray Koval,Clive Owen,2,0
1204,Claire Stenwick,Julia Roberts,1,1
13242,Richard Garsik,Paul Giamatti,2,2
207,Howard Tully,Tom Wilkinson,2,3
15109,Tully's Assistant,Lisa Roberts Gillan,1,4
81681,Duke Monahan,Denis O'Hare,2,5
52003,Pam Frailes,Kathleen Chalfant,1,6
7465,Barbara Bofferd,Carrie Preston,1,7
1340884,Garsik's Aide,Dan Daily,0,8
34541,Turtleneck,David Shumbris,0,9
61545,Dale Raimes,Rick Worthy,2,10
235858,Boris Fetyov,Oleg Shtefanko,0,11
164388,Dinesh Patel,Khan Baykal,2,12
17867,Jeff Bauer,Tom McCarthy,0,13
1470,Ned Guston,Wayne Duvall,2,14
1340885,Hotel Manager,Fabrizio Brienza,0,15
1403675,Italian Chambermaid,Lucia Grillo,0,16
164103,Bartender,Conan McCarty,0,17
734028,Realtor,Kirby Mitchell,0,18
61510,Ronny Partiz,Christopher Denham,0,19
155109,Mr. Security,Christopher Mann,2,20
1264745,Counter Sloth,Seth Kirschner,0,21
97268,Physec,Karl Bury,2,22
1370986,Physec,Happy Anderson,0,23
118393,San Diego Equikrom,James Cronin,0,24
1748593,San Diego Equikrom,Esther Pringle,0,25
1748598,San Diego Equikrom,Mary Anne Prevost,0,26
1748605,Tully's Makeup Girl,Annabel Seymour,0,27
4455,Big Swiss Suit,Ulrich Thomsen,2,28
1377224,Swiss Female Executive,Helen Elswit,0,29
99096,Garsik's Shareholder,Brandon Slagle,2,30
235275,Swiss Chemist,Michele Melega,0,31
1748617,Business Woman (uncredited),Noel Elie,0,32
8447,Tim O'Hara,Jeff Daniels,2,0
13918,Brace Channing,Elizabeth Hurley,1,1
589,Lizzie,Daryl Hannah,1,2
1062,Oncle Martin (le Martien),Christopher Lloyd,2,3
12900,Dr. Elliott Coleye,Wallace Shawn,2,4
4003,Loralie Brown,Christine Ebersole,1,5
4250,Mr. Channing,Michael Lerner,2,6
15411,Lenny,T. K. Carter,2,7
3392,Pete Garrison,Michael Douglas,2,0
2628,David Breckinridge,Kiefer Sutherland,2,1
52605,Jill Marin,Eva Longoria,1,2
42993,William Montrose,Martin Donovan,2,3
326,Sarah Ballentine,Kim Basinger,1,4
13939,The Handler,Ritchie Coster,2,5
7571,National Security Advisor,Blair Brown,1,6
33533,President Ballentine,David Rasche,2,7
148112,Cindy Breckinridge,Kristin Lehman,1,8
21082,Walter Xavier,Raynor Scheine,2,9
14905,Director Overbrook,Chuck Shamata,2,10
3137,Deputy Director Cortes,Paul Calderon,2,11
47640,Charlie Merriweather,Clark Johnson,2,12
43243,Aziz Hassad,Raoul Bhaneja,2,13
108894,Teddy Vargas,Yanna McIntosh,0,14
18918,Capt. Charles 'Chuck' Baker (voice),Dwayne Johnson,2,0
57599,Skiff (voice),Seann William Scott,2,1
10860,Neera (voice),Jessica Biel,1,2
15033,Lem (voice),Justin Long,2,3
64,General Grawl (voice),Gary Oldman,2,4
8930,Professor Kipple (voice),John Cleese,0,5
968218,Eckle (voice),Freddie Benedict,2,6
235815,Glar (voice),Alan Marriott,0,7
82806,Soldier Vesklin (voice),Mathew Horne,2,8
55466,Soldier Vernkot (voice),James Corden,2,9
1074722,Additional Voice (voice),Lewis Macleod,0,10
211412,Additional Voice (voice),Rupert Degas,0,11
155530,Additional Voice (voice),Rebecca Front,1,12
131083,Additional Voice (voice),Vincent Marzello,0,13
185065,Additional Voice (voice),Emma Tate,1,14
127153,Additional Voice (voice),Pete Atkin,0,15
59865,Additional Voice (voice),Laurence Bouvard,0,16
108399,Additional Voice (voice),Brian Bowles,0,17
2392,Dr. Beverly Crusher,Gates McFadden,1,5
2524,Praetor Shinzon,Tom Hardy,2,7
2372,The Reman Viceroy,Ron Perlman,2,8
2525,Senator Tal'aura,Shannon Cochran,1,9
2133,Commander Donatra,Dina Meyer,1,10
35317,Admiral Janeway,Kate Mulgrew,1,11
3033,Wesley Crusher,Wil Wheaton,2,12
2395,Guinan,Whoopi Goldberg,1,13
2523,Scimitar Computer (voice),Stuart Baird,2,14
52760,Praetor Hiren,Alan Dale,2,15
9032,Kelly (uncredited),Bryan Singer,2,16
1341996,Commander,David Ralphe,2,17
1461,Miles Massey,George Clooney,2,0
1922,Marilyn Rexroth,Catherine Zeta-Jones,1,1
52995,Rex Rexroth,Edward Herrmann,2,2
118,Donovan Donaly,Geoffrey Rush,2,3
28633,Freddy Bender,Richard Jenkins,2,4
879,Howard D. Doyle,Billy Bob Thornton,2,5
31714,Bonnie Donaly,Stacey Travis,1,6
5726,Gus Petch,Cedric the Entertainer,2,7
17342,Wrigley,Paul Adelstein,2,8
100602,Sarah Sorkin,Julia Duffy,1,9
122245,"Heinz, the Baron Krauss von Espy",Jonathan Hadary,0,10
49835,Herb Myerson,Tom Aldredge,2,11
110246,Ollie Olerud,Jack Kyle,2,12
13592,Wheezy Joe,Irwin Keyes,2,13
109900,Mrs. Gutman,Judith Drake,1,14
151598,Mrs. Gutman's Lawyer,George Ives,0,15
93746,Rex's Young Woman,Kristin Dattilo,1,16
9999,Miles' Receptionist,Wendle Josepher,0,17
149209,Ramona Barcelona,Mia Cottet,1,18
62595,Nero's Waitress,Mary Pat Gleason,1,19
105390,Gutman Trial Judge,Booth Colman,0,20
23504,Claire O'Mara,Kiersten Warren,1,21
1739255,Gus's Pal,Rosey Brown,2,22
63915,Gus's Pal,Ken Sagoes,2,23
1376786,Gus's Pal,Dale E. Turner,0,24
65745,Stewardess,Julie Osburn,0,25
163580,Maitre d',Douglas Fisher,2,26
94627,Judge Marva Munson,Isabell O'Connor,1,27
1580500,Court Reporter,Mary Gillis,0,28
21485,Convention Secretary,Blake Clark,0,29
97956,Convention Lawyer,Allan Trautman,2,30
119757,Santa Fe Tart,Kate Luyben,1,31
140529,Santa Fe Tart,Kitana Baker,0,32
1231217,Santa Fe Tart,Camille Anderson,0,33
98158,Santa Fe Tart,Tamie Sheffield,1,34
80731,Santa Fe Tart,Bridget Marquardt,1,35
1232328,Santa Fe Tart,Emma Harrison,0,36
101434,Mr. MacKinnon,John Bliss,2,37
1739293,Bailiff,Sean Fenton,0,38
75325,Bailiff,Patrick Thomas O'Brien,2,39
1464177,Father Scott,Colin Linden,0,40
1227684,Waiter,Nicholas Shaffer,2,41
190,Gus,Clint Eastwood,2,0
9273,Mickey Lobel,Amy Adams,1,1
12111,Johnny Flanagan,Justin Timberlake,2,2
1230,Pete Klein,John Goodman,2,3
26457,Phillip Sanderson,Matthew Lillard,2,4
935497,Bo Gentry,Joe Massingill,0,5
418,Vince,Robert Patrick,2,6
21523,Max,Ed Lauter,2,7
10486,Smitty,Chelcie Ross,2,8
50117,Greg,Peter Hermann,2,9
130227,Danny,Matt Bush,2,10
928572,Billy Clark,Scott Eastwood,2,11
1127807,Rigo Sanchez,Jay Galloway,2,12
4029,Watson,Bob Gunton,2,13
77023,Schwartz,Jack Gilpin,2,14
14669,Rosenbloom,George Wyner,2,15
1181555,Todd,James Patrick Freetly,0,16
1181556,Grace Sanchez,Norma Alvarez,0,17
52483,Rick,Rus Blackwell,2,18
1181562,Lucious,Raymond Anthony Thomas,2,19
1181557,Pitcher,Josh Warren,2,20
1181558,Wilson,Seth Meriwether,0,21
1181559,Bo's Father,Bart Hansard,2,22
128207,Diner Waitress,Patricia French,1,23
94854,Red Sox GM,Tom Nowicki,2,24
587508,Young Mickey,Julia Walters,1,25
1181564,Carlos Sanchez,Tyler Silva,2,26
1181565,Nurse,Darren Le Gallo,2,27
101013,Manager,Clayton Landey,0,28
1181566,Swannanoa Manager,Matthew Brady,2,29
223020,Secretary,Jackie Prucha,1,30
1181570,Jimmy,Ricky Muse,0,31
180649,Rock,Tom Dreesen,2,32
1347461,Law Receptionist,Carla Fisher,0,33
1088939,Umpire,Kenny Alfonso,0,34
1394530,Musician,Sammy Blue,2,35
146020,Matt Nelson,Brian F. Durkin,2,36
970752,Drunk Fan,Nathan Wright,2,37
1656213,Grizzly Player #1,Ryan Patrick Williams,2,38
1673161,Grizzly Player #2,Xavier Floyd,0,39
1675483,Himself,Bud Selig,2,40
145320,Assistant,Cara Mantella,0,41
1675471,Baseball Fan,Polly Mitchell Giles,1,42
1383491,Baseball Fan (uncredited),Lauren Henneberg,1,43
1675476,News Reporter (uncredited),Jennifer Baskette-Ridings,1,44
1377994,Carol (uncredited),Karen Ceesay,1,45
2461,Thomas Craven,Mel Gibson,2,0
5538,Darius Jedburgh,Ray Winstone,2,1
6413,Bennett,Danny Huston,2,2
81097,Burnham,Shawn Roberts,2,3
81681,Moore,Denis O'Hare,2,4
81682,Emma Craven,Bojana Novaković,0,5
81683,Det. Darcy Jones,Gbenga Akinnagbe,2,6
81684,Melissa Conway,Caterina Scorsone,1,7
6067,Whitehouse,Jay O. Sanders,2,8
1470,Chief of Police,Wayne Duvall,2,9
81685,The agent one,Frank Grillo,2,10
60195,Millroy,David Aaron Baker,2,11
81686,Hospital Nurse,Sol E. Romero,0,12
58333,Paul Honeywell,Tom Kemp,2,13
81687,Robinson Jr.,Rick Avery,2,14
81688,Northmoor Doctor,Scott Winters,0,15
50117,Sanderman,Peter Hermann,2,16
