id,name,job,gender,department
33611,Jeff Rothberg,Producer,2,Production
33612,Alicia Keywan,Art Direction,1,Art
93419,Don Scardino,Director,2,Directing
207213,Tyler Mitchell,Producer,0,Production
1108652,Matthew Clark,Director of Photography,0,Camera
1112474,Chad Kultgen,Writer,0,Writing
1533556,Anita Cabada,Assistant Costume Designer,0,Costume & Make-Up
106850,Elana Lesser,Screenplay,1,Writing
210053,Roberts Gannaway,Screenplay,2,Writing
570268,Cliff Ruby,Screenplay,0,Writing
1229832,Rick Schneider,Story,2,Writing
1447569,Marco Cinello,Layout,0,Directing
1460463,Derek L'Estrange,Animation,0,Visual Effects
1460511,Miri Yoon,Animation,0,Visual Effects
1567687,Kelvin Yasuda,Writer,0,Writing
504,Tim Robbins,Director,2,Directing
1808,Geraldine Peroni,Editor,1,Editing
10364,David Robbins,Original Music Composer,2,Sound
30601,Allan F. Nicholls,Executive Producer,2,Production
938427,Allison R. Hebble,Associate Producer,0,Production
1872839,Louise Krakower,Executive Producer,0,Production
1872840,Frank Beacham,Executive Producer,0,Production
2217,Joseph Kanon,Novel,0,Writing
63190,David Kirchner,First Assistant Editor,0,Editing
1128115,Lynn Givens,Choreographer,0,Crew
1551139,Heather Elisa Hill,Visual Effects Coordinator,0,Visual Effects
1551150,Shandra Beri,Set Costumer,0,Costume & Make-Up
1551152,Laura Dunlop,Choreographer,0,Crew
1551155,Marina Hart,Key Hair Stylist,0,Costume & Make-Up
1551160,Micah Roehr,Carpenter,0,Crew
1551162,Jose F. Barrios,Rigging Grip,0,Lighting
43674,Michael Burks,Screenplay,0,Writing
43675,Todd Moyer,Producer,2,Production
38309,Gast Waltzing,Original Music Composer,2,Sound
43677,Joost van Starrenburg,Director of Photography,0,Camera
43678,Misch Bervard,Editor,0,Editing
15806,Jonathan P. Shaw,Editor,2,Editing
8327,Joseph Conrad,Novel,2,Writing
8331,John Ashley,Producer,2,Production
8333,Eddie Romero,Producer,2,Production
3170,Mona Skager,Producer,0,Production
8337,Terry Liebling,Casting,0,Production
3176,Vic Ramos,Casting,2,Production
8339,George R. Nelson,Set Decoration,2,Art
8342,Jack H. Young,Makeup Artist,0,Costume & Make-Up
8344,Leon Chooluck,Production Manager,2,Production
8346,Jerry Ziesmer,Assistant Director,2,Directing
3178,Nathan Boxer,Sound Recordist,0,Sound
81538,Wayne Fitzgerald,Title Graphics,0,Crew
52838,Jeff Scheftel,Thanks,0,Crew
96912,Joe Lombardi,Special Effects Coordinator,0,Crew
1059619,Jay Miracle,Sound Editor,0,Sound
1172042,Zakir Hussain,Musician,0,Sound
1189045,Leslie Hodgson,Sound Editor,0,Sound
1298944,Piero Servo,Camera Operator,0,Camera
1407197,Maurice Schell,Sound Editor,0,Sound
1411001,Efren Lapid,First Assistant Camera,0,Camera
1437276,Josh Weiner,Still Photographer,0,Camera
1625347,Tony Brandt,Assistant Director,0,Directing
52449,Eric Steelberg,Director of Photography,2,Camera
96439,Nanette Burstein,Director,1,Directing
119565,Geoff LaTulippe,Writer,2,Writing
21102,Michael Nolin,Producer,2,Production
11373,Dina Lipton,Art Direction,0,Art
72258,Steve Boyum,Stunt Coordinator,2,Crew
1397738,Adrienne Hamalian-Mangine,Script Supervisor,0,Directing
1434894,Greg McMickle,Property Master,0,Art
1442519,Joanna Guzzetta,Location Manager,0,Production
1456476,Nils C. Jensen,Sound Editor,0,Sound
1456487,Werner Sherer,Key Hair Stylist,2,Costume & Make-Up
1521767,David Nichols,Production Design,0,Art
1536538,Valerie Mickaelian Kucera,Production Coordinator,0,Production
1536540,Mary L. Pyanowski,Hairstylist,0,Costume & Make-Up
1536541,Martin 'Vinnie' Hagood,Makeup Artist,0,Costume & Make-Up
1536543,Judith James,Co-Producer,0,Production
1602876,Michael Laws,Best Boy Electric,0,Lighting
1789398,Bob Riggs,Special Effects Coordinator,0,Crew
1881500,Alan Locke,Set Designer,0,Art
1881503,Nick Papanickolas,Dolly Grip,0,Camera
1881504,Bruce McDonald,Choreographer,0,Crew
57870,Jason Bloom,Executive Producer,2,Production
62700,Lati Grobman,Producer,0,Production
81476,Ariel Vromen,Director,2,Directing
85178,Christa Campbell,Producer,1,Production
582928,Jon Henson,Production Design,0,Art
582929,Robert Wischhusen-Hayes,Set Decoration,0,Art
1414088,Matthew O'Toole,Producer,0,Production
1419168,Sally Alcott,Makeup Effects,0,Crew
1431044,Keith Power,Music,0,Sound
1444930,Miguel Menéndez de Zubillaga,Producer,0,Production
1471673,Lonnie Ramati,Co-Executive Producer,0,Production
1659240,Ran Mor,Associate Producer,0,Production
1659241,Christine Otal,Executive Producer,0,Production
1659242,Jason Potter,Associate Producer,0,Production
10634,Karen Blixen,Novel,0,Writing
10635,Judith Thurman,Novel,0,Writing
10636,Errol Trzebinski,Novel,0,Writing
10644,Josie MacAvin,Set Decoration,0,Art
10645,Mary Hillman,Makeup Artist,1,Costume & Make-Up
10646,David Harris,Special Effects,0,Crew
80805,Patrice Coleman,Makeup Artist,0,Costume & Make-Up
1067555,Stephanie Barnes,Makeup Artist,0,Costume & Make-Up
1445824,Tracey Moss,Hairstylist,0,Costume & Make-Up
1445825,Tracey L. Miller-Smith,Makeup Artist,0,Costume & Make-Up
1445827,Quintessence Patterson,Makeup Artist,0,Costume & Make-Up
1445829,Patrick Rofoli,Art Department Coordinator,0,Art
1445835,Pierre Brouard,Dialogue Editor,0,Editing
1445837,Stephen Urata,Sound Recordist,0,Crew
1445840,Justin Oliphant,Visual Effects Editor,0,Crew
1445847,Daniel George,Set Costumer,0,Costume & Make-Up
1445848,Sundari Moneek Reid,Set Costumer,0,Costume & Make-Up
1445853,Peter Cioni,Digital Intermediate,0,Editing
1445854,Monique Eissing,Digital Intermediate,0,Editing
1445855,Eric Hooge,Location Manager,0,Production
9904,Weston Drury Jr.,Casting,2,Production
9917,Shirley Bassey,Songs,0,Sound
10076,Lewis Gilbert,Director,2,Directing
10466,Christopher Wood,Screenplay,2,Writing
10467,William P. Cartlidge,Producer,2,Production
10470,Jean Tournier,Director of Photography,0,Camera
10473,Max Douy,Art Direction,2,Art
10474,Jacques Fonteray,Costume Design,0,Costume & Make-Up
1166842,Bob Simmons,Stunts,0,Crew
14354,Stefan Zweig,Story,2,Writing
43388,Jane Frazer,Co-Producer,1,Production
71534,Barney Pilling,Editor,0,Editing
992097,Hugo Guinness,Story,2,Writing
1004835,Jeremy Dawson,Producer,0,Production
1004836,Steven M. Rales,Producer,0,Production
1127893,Josh Robertson,Assistant Director,2,Directing
1293739,Alexandra Torterotot,Script Supervisor,0,Directing
1332433,Molly Cooper,Executive Producer,0,Production
1475367,Octavia Peissel,Associate Producer,0,Production
1538768,Thorsten Rienth,Digital Compositors,0,Visual Effects
1556906,Gisela Evert,Post Production Supervisor,0,Crew
1558270,Ben Howard,Assistant Director,0,Directing
33435,Kerry Heysen,Producer,0,Production
33438,Pip Karmel,Editor,1,Editing
51346,Don Jakoby,Screenplay,2,Writing
65752,Janis Rothbard Chaskin,Executive Producer,0,Production
65755,Mindy Roffman,Art Direction,0,Art
65754,Beth Kushnick,Set Decoration,1,Art
995462,Gregory Plotkin,First Assistant Editor,0,Editing
999646,Richmond Riedel,First Assistant Editor,0,Editing
1303155,Robert McRae,Gaffer,0,Lighting
1339219,Fred Kamping,Location Manager,0,Production
1359378,Leslie Fuller,Makeup Artist,0,Costume & Make-Up
1408707,Dave Staples,Transportation Coordinator,0,Crew
1449152,Michelle Bruno,Makeup Artist,0,Costume & Make-Up
1449156,Edelgard K. Pfluegl,Makeup Artist,0,Costume & Make-Up
1449161,Neil Morfitt,Assistant Art Director,0,Art
1449167,Cameron S. Brooke,Scenic Artist,0,Crew
1449169,Robert C. Brooke,Scenic Artist,0,Crew
1449170,Jonathan Savan,Leadman,0,Art
1449174,James J. Sabat Jr.,Sound Recordist,0,Crew
1449176,Roberto Smith,Animation,0,Visual Effects
1449177,Eileen Moran,Visual Effects Producer,0,Visual Effects
1449178,Bill Westenhofer,Visual Effects Supervisor,0,Visual Effects
1449179,Victor Aguirre,Still Photographer,0,Camera
1449180,Jerry DeBlau,Gaffer,0,Lighting
1449181,Sal Martorano,Gaffer,0,Lighting
1069872,Shunika Terry,Hair Department Head,0,Costume & Make-Up
1127245,Jeremy Woolsey,Art Direction,2,Art
1451396,Jamie Gross,Editor,0,Editing
1452336,Dean Tyrrell,Special Effects Coordinator,0,Crew
1533590,Toni Cunningham,Set Costumer,0,Costume & Make-Up
1533591,Lawrence Davis,Key Hair Stylist,2,Costume & Make-Up
6394,John Lurie,Original Music Composer,2,Sound
6940,Karyn Rachtman,Music Supervisor,0,Sound
1280314,Suzanne Pillsbury,First Assistant Editor,0,Editing
1458759,Sabrina Rosen,Assistant Costume Designer,0,Costume & Make-Up
1527434,Eliza Paley,Dialogue Editor,1,Editing
1535452,Robby Green,Art Department Coordinator,0,Art
17634,Martin Richards,Producer,2,Production
17635,Ali Farrell,Casting,1,Production
17636,Andrew M. Stearn,Art Direction,0,Art
204761,Steve Franks,Screenplay,2,Writing
275201,Rick Butler,Art Direction,2,Art
1613969,Cheryl Quarantiello,Unit Production Manager,0,Production
562,Richard LeGrand Jr.,Sound Editor,0,Sound
5635,Walter Spencer,Dialogue Editor,2,Editing
13229,Kevin Kennedy,Key Grip,0,Camera
21587,David Lawrence,Original Music Composer,2,Sound
23930,Vicky Phillips,Hair Department Head,0,Costume & Make-Up
24527,Chris Ervin,Driver,2,Crew
48353,Stefanie Franke,Associate Producer,0,Production
113642,David H. Steinberg,Story,2,Writing
91927,Scott Buckwald,Property Master,0,Crew
1049325,Bob McNabb,ADR Supervisor,0,Sound
1387490,Brent Brewington,Boom Operator,0,Sound
1416439,France Myung Fagin,Location Scout,0,Art
1450006,Amanda Evans,Art Department Coordinator,0,Art
1460571,Jeremiah Kent,Set Production Assistant,0,Crew
1507141,Ryan Keating,Stand In,0,Crew
1552495,Kitty Doris-Bates,Art Direction,0,Art
1552499,Derrick Harper,Standby Painter,0,Art
1552500,Andy Friend,Production Illustrator,0,Art
1552503,Karen Agresti,Set Decoration,0,Art
1552504,Drew Kinney,Set Designer,0,Art
1552507,Tom Connell,Grip,0,Camera
1552511,David Swope,Costume Supervisor,0,Costume & Make-Up
1552512,Wendy Martin,Hairstylist,0,Costume & Make-Up
1552514,C.J. Hakeem,Craft Service,0,Crew
1552515,Douglas S. Johnson,Camera Loader,0,Camera
1552516,Sarah de Sa Rego,Post Production Assistant,0,Crew
1552517,Frank Cuomo,Post Production Supervisor,0,Crew
1552519,Lonnie Johnson,Set Medic,0,Crew
1552522,Christopher Guyer,Video Assist Operator,0,Crew
1552523,Marco Black,First Assistant Director,2,Directing
1552524,Matvey Shatz,Color Timer,0,Editing
1552525,Jeff Barco,Best Boy Electric,0,Lighting
1552526,Ed Bernstein,Electrician,0,Lighting
1552527,John W. Yowler,Gaffer,0,Lighting
1552530,Randy Kutcher,Rigging Grip,0,Lighting
1552532,Gabrielle Wallack,Production Coordinator,0,Production
1552534,Arnaud Gauthier,Additional Music,0,Crew
1552535,Michael Gagliano,Editorial Production Assistant,0,Editing
1724867,Norval D. Crutcher III,ADR Editor,2,Sound
1724868,Samuel Webb,Assistant Sound Editor,0,Sound
1736212,Mark Andresen,Set Dresser,0,Art
1736213,Jay Johnson,Title Designer,0,Art
1736215,Matthew H. O'Connor,Marine Coordinator,0,Crew
1736217,Stephen V. Johnson,Second Assistant Director,0,Directing
1736218,Mary Nelson-Duerrstein,Negative Cutter,0,Editing
1736222,Michelle Branch,Musician,0,Sound
8067,Dan Engstrom,Assistant Sound Editor,0,Sound
12896,Ralph Guggenheim,Producer,2,Production
1088034,Tom Holloway,Character Designer,0,Visual Effects
1168870,Robert Gordon,Editor,2,Editing
1176752,Dan Haskett,Character Designer,0,Visual Effects
1184140,Steve Rabatich,Animation,0,Visual Effects
1336438,Dana Mulligan,Assistant Editor,0,Editing
1443471,Sonoko Konishi,Set Dresser,0,Art
1447465,Jean Gillmore,Character Designer,0,Visual Effects
1454034,Ken Willard,Animation,0,Visual Effects
1509559,Steve Segal,Animation,0,Visual Effects
1589729,Robin Lee,Assistant Editor,0,Editing
1748557,William Reeves,Supervising Technical Director,0,Crew
1748682,Davey Crockett Feiten,Animation,0,Visual Effects
1748684,Tom K. Gurney,Animation,0,Visual Effects
1748688,Anthony B. LaMolinara,Animation,0,Visual Effects
1748689,Les Major,Animation,0,Visual Effects
1748699,Darwyn Peachey,Visual Effects,0,Visual Effects
1748701,Mitch Prater,Visual Effects,0,Visual Effects
1748703,Brian M. Rosen,Visual Effects,0,Visual Effects
1748705,Shelley Daniels Lekven,Sculptor,0,Art
1748706,Steve Johnson,Character Designer,0,Visual Effects
1748709,Desirée Mourad,Layout,0,Directing
1748710,Kelly O'Connell,Set Dresser,0,Art
1748711,Ann M. Rockwell,Set Dresser,0,Art
1748712,Julie M. McDonald,Editorial Manager,0,Editing
1748717,Ada Cochavi,Assistant Editor,0,Editing
1748718,Deirdre Morrison,Editorial Coordinator,0,Editing
1748719,Lori Lombardo,Production Coordinator,0,Production
1748720,Ellen Devine,Production Coordinator,0,Production
1748725,Susan Popovic,Assistant Sound Editor,0,Sound
566328,Michael Sucsy,Director,2,Directing
56717,Tom Vaughan,Director,2,Directing
1483863,John Richardson,Art Direction,0,Art
56350,Tom Luse,Production Manager,2,Production
1562228,Deborah Evans,Production Design,0,Art
66754,Larry DeWaay,Executive Producer,0,Production
955091,Jerry Sherlock,Executive Producer,2,Production
64058,Cassian Elwes,Producer,2,Production
68392,Joe Klotz,Editor,0,Editing
935300,Deanna Simmons,Set Decoration Buyer,0,Art
1095402,Buddy Patrick,Producer,0,Production
1280961,Rodrigo Leão,Original Music Composer,0,Sound
1333977,Lori Agostino,Art Direction,0,Art
1333981,Kimberly Murphy,Set Decoration Buyer,0,Art
1355970,Ben Schor,Music Editor,0,Sound
1383283,Ulysses Guidotti,First Assistant Editor,0,Editing
1401200,Trey Shaneyfelt,Lighting Technician,0,Lighting
1406281,Luis Lopez DeVictoria,Additional Camera,0,Camera
1407724,Jen Wall,Production Supervisor,0,Production
1407725,Robin Simmerly,Art Department Coordinator,0,Art
1407727,Steve Martemucci,Construction Foreman,0,Art
1407730,David Wahnon,Dialogue Editor,0,Editing
1407731,Cariella Smith,Foley,0,Sound
1407732,Daniel Cohen,Visual Effects Producer,0,Visual Effects
1407733,Ted Markovic,Visual Effects Producer,0,Visual Effects
1407738,Michael Stumpf,Additional Camera,0,Camera
1407739,Anne Marie Fox,Still Photographer,0,Camera
1407741,Kristopher Weaver,Lighting Technician,0,Lighting
1407743,Annette Farnsworth,Set Costumer,0,Costume & Make-Up
1407744,Kevin Vale,Digital Intermediate,0,Editing
1407745,Kat Spiess,First Assistant Editor,0,Editing
1407748,Mickey Lambert,Location Manager,0,Production
23888,Sean Kennedy,Visual Effects,2,Visual Effects
57635,Rhoades Rader,Executive Producer,0,Production
92759,Jamie Clarke,Post Production Assistant,0,Crew
110532,George Bamber,First Assistant Director,2,Directing
193127,Eartha Robinson,Choreographer,0,Crew
545842,Seth Edelstein,Second Assistant Director,0,Directing
1042639,Dusty Dukatz,Set Production Assistant,0,Crew
1261680,Rob J. Greenlea,Grip,0,Camera
1420165,Nina Kawasaki,Visual Effects Editor,0,Crew
1450713,Deborah Liebling,Executive In Charge Of Production,0,Production
1463357,Steve Salazar,Propmaker,0,Crew
1537687,Werner Hahnlein,Special Effects Supervisor,0,Visual Effects
1567890,Deborah Ann Piper,Hair Department Head,0,Costume & Make-Up
1567900,Scott La Rue,Boom Operator,0,Sound
1567901,Steve Lonano,Second Unit,0,Crew
1567903,Paul Schneider,Additional Photography,0,Camera
1567911,Lori C. Miller,Digital Compositors,0,Visual Effects
1567921,Art Martin,First Assistant Camera,0,Camera
1567923,David L. Parrish,Camera Operator,0,Camera
1567924,Joel A. Ruiz,Electrician,0,Lighting
1567926,Mark Sadler,Best Boy Electrician,0,Lighting
1567956,Michael DeSantis,Production Accountant,0,Production
1567957,Caleb Duffy,Location Scout,0,Art
1567958,Adam Jordan,Background Designer,2,Art
1567959,Ket Lamb,Stand In,0,Crew
1567960,Thomas Longo,Production Coordinator,0,Production
1567961,Phil Scalisi,Craft Service,0,Crew
1567963,Marijan Zoric,Chef,0,Crew
1567964,Stan Purdy,Security,0,Crew
1567965,Todd C. Guzze,Associate Producer,0,Production
1567966,Sharon E. Alshams,Set Designer,0,Art
1567970,Gregory Diggins,Carpenter,0,Crew
1567971,George Karnoff,Leadman,0,Art
1567973,Ken Tarallo,Special Effects,0,Crew
1567974,Kristine McPherson,First Assistant Editor,0,Editing
1677236,Greg Anderson,Utility Stunts,2,Crew
1744410,Michael Glynn,Set Dresser,0,Art
1744412,Mary C. Snyder,Title Designer,0,Art
1744415,Fred Cooper,Dolly Grip,0,Camera
1744424,Paul V. Perkins,Key Grip,0,Camera
1744426,Nicki Johnson,Assistant Production Coordinator,0,Production
29529,Larry Wilson,Screenplay,2,Writing
69660,Charles Addams,Characters,0,Writing
29901,Jack Bernstein,Characters,2,Writing
43393,Robert Folk,Original Music Composer,2,Sound
57097,Bob Israel,Producer,0,Production
59971,Meg Cabot,Novel,0,Writing
8868,Theoni V. Aldredge,Costume Design,1,Costume & Make-Up
58360,Ed Check,Assistant Art Director,0,Art
56755,Patricia Birch,Choreographer,1,Crew
68614,Tod Scott Brody,Post Production Supervisor,0,Crew
142156,John Fundus,Boom Operator,0,Sound
1123059,Joseph E. Iberti,Location Manager,0,Production
1271259,Noëlle Penraat,Negative Cutter,0,Editing
1680639,Tom Salvatore,Color Timer,2,Editing
1712088,Roberto Ramos,Hairstylist,0,Costume & Make-Up
1717530,Tommy Louie,Cableman,0,Crew
1763256,Olivia Goldsmith,Novel,1,Writing
1763589,Heather Neely,Associate Producer,1,Production
1763590,Noah Ackerman,Associate Producer,2,Production
1763592,Octavio Molina,Property Master,0,Art
1763593,Lorenzo Contessa,Storyboard,0,Writing
1763595,Angela Levine,Makeup Artist,0,Costume & Make-Up
1763596,Marilyn Carbone,Makeup Artist,0,Costume & Make-Up
1763599,Wallace G. Lane Jr.,Assistant Costume Designer,0,Costume & Make-Up
1763600,Jay Kessel,Assistant Sound Editor,0,Sound
1763601,Stuart Stanley,Foley Editor,0,Sound
12048,Phyllis Carlyle,Producer,1,Production
12775,Joe Fineman,Executive In Charge Of Post Production,0,Production
14660,Peter Albiez,Special Effects Coordinator,0,Crew
27039,Aisha Coley,Casting Associate,0,Production
18782,Michele Platt,Associate Producer,0,Production
19747,John Nutt,Dialogue Editor,0,Editing
79783,Chris Gibbin,Leadman,0,Art
91056,Ric Keeley,Post Production Supervisor,0,Crew
91057,Ted Zachary,Executive In Charge Of Production,0,Production
112526,Allan Wertheim,Unit Production Manager,0,Production
957990,Monty Westmore,Makeup Artist,2,Costume & Make-Up
1404878,Becky Ochoa,Hair Designer,0,Costume & Make-Up
1442535,Chuck Picerni Jr.,Stunt Coordinator,2,Crew
1522742,Jennifer McNamara,Casting Assistant,1,Production
1549263,John Lissauer,Orchestrator,0,Sound
1558238,Robert S. Mendelsohn,Unit Production Manager,0,Production
1558240,Paul Hargrave,Location Manager,0,Production
1558241,Brad Edmiston,First Assistant Camera,0,Camera
1558242,Greg Kimble,Visual Effects Supervisor,0,Visual Effects
1558256,Rick Hart,Sound Re-Recording Mixer,0,Sound
1558257,David Behle,Sound Recordist,0,Crew
1558258,Bert Dovo,Orchestrator,0,Sound
1558267,Sanford Panitch,Co-Producer,0,Production
1598650,Andrea Gargano,Color Timer,0,Editing
18383,Michael S. Murphey,Production Supervisor,2,Production
82196,Elliot Ferwerda,Executive Producer,0,Production
197773,Paul Grinder,Assistant Director,0,Directing
958587,Michael Berg,Art Direction,2,Art
967459,Guy Potgieter,Set Decoration,2,Art
1272983,Trishia Downie,Line Producer,0,Production
1319834,Leonie Roberts,Costume Supervisor,0,Costume & Make-Up
1406067,Robyn McFarlane,Foley,0,Sound
1409708,Andrew Millard,Visual Effects Editor,0,Crew
1415011,Patrick Mooney,Visual Effects Producer,0,Visual Effects
1415012,Trevor Adams,Visual Effects Supervisor,0,Visual Effects
1418890,David Meng,Creature Design,0,Visual Effects
1420842,David Bloomer,Still Photographer,0,Camera
1424596,Matt Appleton,Costume Supervisor,0,Costume & Make-Up
1424599,Nick Vos,Construction Coordinator,0,Art
1424601,Leo Schoeman,Construction Coordinator,0,Art
1424602,Gavin Perrow,Property Master,0,Crew
1424603,Justice Nhlapo,Leadman,0,Art
1424622,Stefanie Boose,Visual Effects Producer,0,Visual Effects
1424623,Justin Lavery,Visual Effects Supervisor,0,Visual Effects
1424624,Georgia Court,Camera Operator,0,Camera
1424626,Lars Cox,Camera Operator,0,Camera
1424627,Hein de Vos,Camera Operator,0,Camera
1424628,Dean Leslie,Camera Operator,0,Camera
1424629,Michael Mutombo,Additional Camera,0,Camera
1424632,Tracey Brown,Digital Intermediate,0,Editing
1424633,Adam Scott,Digital Intermediate,0,Editing
1424640,Terry Fletcher,Script Supervisor,0,Directing
1424642,David Alex Wilson,Unit Publicist,0,Crew
1573064,Mark Brooke,Executive Producer,0,Production
1583559,Ken Saville,Sound Recordist,0,Crew
70454,Albie Hecht,Producer,2,Production
70652,Derek Drymon,Producer,2,Production
70655,Gina Shay,Producer,1,Production
70657,Gregor Narholz,Original Music Composer,0,Sound
70658,Lynn Hobson,Editor,1,Editing
1219427,Nick Jennings,Production Design,0,Art
1409418,Tuck Tucker,Storyboard,0,Writing
1447586,Casey Alexander,Layout,0,Directing
1710845,Terri Valazza,Costume Design,0,Costume & Make-Up
459,David Potaux-Razel,Additional Soundtrack,0,Sound
137064,Robert Moresco,Co-Producer,0,Production
1086878,F.X. Toole,Story,0,Writing
1154461,Mimi Lesseos,Stunts,0,Crew
1349968,Sean Higgins,Rigging Gaffer,0,Lighting
1394569,Terry Kramer,Electrician,0,Lighting
1530544,Mark Thomason,Stand In,0,Crew
1765454,Nancy G. James,Craft Service,0,Crew
1765456,Trevor Carroll-Coe,Loader,0,Crew
1765457,Paulina Quaranta,Production Office Assistant,0,Crew
1765459,Robert Silcock,Propmaker,0,Crew
1765460,Scooter Perrotta,Set Production Assistant,0,Crew
1765461,Dillin Craig,Transportation Co-Captain,0,Crew
1765464,Doug Wall,Best Boy Electric,0,Lighting
1765465,Jason Gondek,Production Accountant,0,Production
3963,Claude Letessier,Sound Effects Editor,0,Sound
63101,Lisa Hamil,Casting Associate,0,Production
67887,Jan Sardi,Screenplay,2,Writing
73035,Paul Johansson,Thanks,2,Crew
1339959,Cal Johnson,Stunt Coordinator,0,Crew
1458992,Milton Buras,Hair Department Head,0,Costume & Make-Up
1532243,Lori Ayala-Read,Costume Supervisor,0,Costume & Make-Up
1568593,Bob Forrest,Thanks,0,Crew
16493,Michael Atwell,Construction Foreman,2,Art
50459,Becki Cross Trujillo,Executive Producer,0,Production
50460,Michael Mayer,Executive Producer,2,Production
50461,Erin Stam,Executive Producer,1,Production
68227,Steven Feinberg,Thanks,0,Crew
1020061,Caroline Duncan,Assistant Costume Designer,1,Costume & Make-Up
1399022,Deborah Newhall,Costume Supervisor,1,Costume & Make-Up
1627483,Anthony Veader,Hair Department Head,0,Costume & Make-Up
1662774,Steph Accetta,Unit Production Manager,0,Production
1662777,Kate Bulpitt,Casting Associate,1,Production
21162,Marthe Pineau,Set Decoration,1,Art
78887,Billy Ray Cyrus,Producer,2,Production
87581,Dan Berendsen,Writer,0,Writing
138984,Conan Castro Jr.,Costume Supervisor,0,Costume & Make-Up
152315,Rich Correll,Characters,2,Writing
939374,Stephen K. Randolph,Costume Supervisor,2,Costume & Make-Up
1213367,Barry O'Brien,Characters,0,Writing
1217142,Michael Poryes,Characters,0,Writing
1372209,Everett Byrom III,Special Effects Supervisor,0,Visual Effects
1410302,David Van Dyke,Visual Effects Producer,0,Visual Effects
1414984,Adruitha Lee,Hair Department Head,1,Costume & Make-Up
1532737,Rachel Boulden,Art Department Coordinator,0,Art
1532739,Regina Hermosillo,Art Department Coordinator,0,Art
1532740,Frank Spiziri,Visual Effects Producer,0,Visual Effects
1532741,John Fragomeni,Visual Effects Supervisor,0,Visual Effects
1532742,Amy Patterson,Set Costumer,0,Costume & Make-Up
1532744,Kate Best,Makeup Artist,0,Costume & Make-Up
36697,Gábor Csupó,Idea,2,Writing
78487,Kate Boutilier,Writer,1,Writing
80540,Stig Bergqvist,Director,0,Directing
946417,Arlene Klasky,Idea,1,Writing
1386576,Jill Gorey,Writer,0,Writing
1386577,Barbara Herndon,Writer,0,Writing
1454416,Jim Ovelmen,Animation,0,Visual Effects
1573490,Gena Kornyshev,Art Direction,0,Art
1746400,John Bryant,Editor,0,Editing
3662,Cis Corman,Executive Producer,1,Production
64839,Pat Conroy,Novel,0,Writing
64842,James T. Roe III,Executive Producer,0,Production
543201,Rick Roberts,Art Direction,2,Art
17440,Walter Kirn,Novel,0,Writing
52443,Jason Reitman,Director,2,Directing
52448,Daniel Dubiecki,Producer,2,Production
52450,Dana E. Glauberman,Editor,0,Editing
57560,Michael Beugg,Executive Producer,2,Production
112307,Linda Lee Sutton,Set Decoration,0,Art
161159,Dale Robinette,Still Photographer,2,Camera
1174400,Rick Clark,Music Supervisor,0,Sound
1287961,Helen Estabrook,Associate Producer,0,Production
1345718,Jason Blumenfeld,Associate Producer,2,Production
16471,Emjay Olson,Key Hair Stylist,0,Costume & Make-Up
37023,T.K. Kirkpatrick,Art Direction,2,Art
27886,Louis Begley,Author,0,Writing
35509,Harry Gittes,Producer,2,Production
35511,James Glennon,Director of Photography,2,Camera
35512,Jane Ann Stewart,Production Design,1,Art
35513,Teresa Visinare,Set Decoration,1,Art
1531876,Christel Highland,Set Costumer,0,Costume & Make-Up
1531877,Linda Carol Flake,Set Costumer,0,Costume & Make-Up
56661,Jonathan Levine,Screenplay,2,Writing
189331,Laurie Webb,Producer,0,Production
928444,Isaac Marion,Novel,0,Writing
928447,Bruna Papanadrea,Producer,0,Production
928449,Cori Shepherd Stern,Producer,0,Production
52159,James D. Stern,Producer,2,Production
67367,Rian Johnson,Director,2,Directing
60047,Ram Bergman,Producer,2,Production
69077,Nathan Johnson,Original Music Composer,1,Sound
62782,Douglas Hansen,Executive Producer,0,Production
113826,David Pomier,Unit Production Manager,0,Production
1087548,Christopher C. Chen,Co-Producer,0,Production
1127093,Lucas Smith,Co-Producer,0,Production
1458148,Joseph Kirkland,First Assistant Editor,0,Editing
1521013,Katherine Verreaux,Set Decoration,0,Art
1521021,Leoisick Castro,Set Costumer,0,Costume & Make-Up
1529430,Drew DeAscentis,Music Editor,1,Sound
1529439,Eleanor Nett,Co-Producer,0,Production
52849,Louis C.K.,Screenplay,2,Writing
65919,Lance Crouther,Screenplay,2,Writing
46299,Dick King-Smith,Novel,2,Writing
58137,Chris Noonan,Screenplay,2,Writing
52451,Kelli Konop,Producer,1,Production
215541,Jessie Nelson,Executive Producer,0,Production
928631,Chris Coggins,Producer,0,Production
22043,Russ T. Alsobrook,Director of Photography,2,Camera
53641,Billy Fox,Editor,2,Editing
76713,Terra Abroms,Post Production Supervisor,0,Crew
1423209,Deryck Blake,Property Master,0,Crew
1457895,Lyn Lucibello,Production Manager,0,Production
1540645,Michelle Adams,Casting Associate,0,Production
1560905,Paul Stewart,Music Supervisor,0,Sound
1562476,Glen Gauthier,Sound Mixer,0,Sound
1676165,Steve Switzer,Boom Operator,0,Sound
1676177,Linda Petty,Costume Supervisor,1,Costume & Make-Up
1676182,Rudy Braun,Set Designer,0,Art
56325,Jeff Richmond,Original Music Composer,2,Sound
56326,Jill Sobel Messick,Executive Producer,1,Production
2178,Forest Whitaker,Director,2,Directing
67376,Greg DePaul,Screenplay,2,Writing
83872,Casey Wilson,Screenplay,1,Writing
